NOMBRE;TIPOS COLONIAS ID;CODIGOS POSTALES MUNICIPIOS ID
OBRERA;1;7095
LOS ESPÁRRAGOS;1;7096
ACAPULQUITO;1;7097
INDEPENDENCIA;1;7097
LA JOYA;1;7098
BUENAVILLA;2;7099
GRANVILLA;2;7099
VALLE DE RUESGAS;2;7099
ESTRELLA;1;7099
LA LUZ;1;7099
SAN LUIS DE LA CRUZ;1;7099
5 DE MAYO;1;7100
CONDADO DE LA PILA;2;7100
EL NUEVO CONDADO;2;7100
EL REFUGIO DE LA PILA;1;7100
ROMITA CENTRO;1;7101
HACIENDA DE SAN PEDRO;2;7102
ROMA;1;7102
AMPLIACIÓN ROMA;1;7102
LAS PALMAS;2;7102
SOLIDARIDAD;1;7102
AMPLIACIÓN LAS PALMAS;2;7102
LA PAZ DE DIOS;1;7102
REAL DEL BOSQUE;1;7102
DE SAN ANTONIO;1;7102
RESIDENCIAL LAS PALMAS;2;7103
CALIFORNIA;1;7103
VILLA DE LAS FLORES;2;7103
HACIENDAS DE ROMITA;2;7103
VALLE VERDE;2;7103
EL ZAPOTE;1;7103
CRISTO REY;1;7103
BRISAS DE ROMITA UNO;2;7103
LA PURÍSIMA;2;7104
SAN FRANCISCO;1;7104
LA PROVIDENCIA;1;7104
SANTA CRUZ;2;7104
BOSQUES DE SAN RAFAEL I;2;7104
VILLA PATRICIA;2;7104
LOS ARCOS;1;7104
GUADALUPE EL MAL PASO;1;7105
CUAUHTÉMOC;1;7105
CAMPO VERDE;2;7105
JUÁREZ;1;7105
CAMPO VERDE 2DA. SECCIÓN;2;7105
EL PARAÍSO;2;7105
PRIVADA DE REYES;2;7105
LOS GÓMEZ;1;7106
BOSQUES DE SAN RAFAEL II;2;7106
EL TEJAMANIL;9;7107
MEZQUITE GORDO;13;7107
LAS LIEBRES;13;7107
GRANJA MARAVILLAS;13;7107
MARITAS;13;7107
CELAYITA DE TEJAMANIL;9;7107
AMANSIO ELÍAS;13;7107
CAPILLA BLANCA;13;7107
CAPILLA BLANCA (RANCHO DE LOS PÉREZ);13;7107
CAPILLA BLANCA (SANTA TERESA);13;7107
DONASIANO SALINAS Y SANSÓN;13;7107
EJIDO COLONIA JUÁREZ;13;7107
EJIDO COLONIA JUÁREZ (ALEJANDRO MATA);13;7107
EL AMARILLO (LAS PILAS);13;7107
EL HUIZACHAL (PEDRO MARMOLEJO);13;7107
EL INGENIERO;13;7107
EL MONTE (CARMEN GARCÍA);13;7107
EL MONTE DE ANGUIANO;13;7107
EL MONTE DE LA MALANCA;13;7107
EL MONTE DE LA MALANCA (VENTURA SALINAS);13;7107
EL RAMADERO (JORGE MÉNDEZ);13;7107
EL RINCÓN DE LOS GASCA;13;7107
EL TALLER (EJIDO COLONIA JUÁREZ);13;7107
EL TECOLOTE;13;7107
EL TECOLOTE (LOS MARTÍNEZ);13;7107
EL TERRONAL (JOSÉ ROCHA NAVA);13;7107
FRANCISCO MEDINA;13;7107
GRANJA ANTONIO SÁNCHEZ;11;7107
GRANJA DE LOS TRES ÁLAMOS (LUZ GUZMÁN);11;7107
GRANJA DOMINGO TREJO;11;7107
GRANJA EL CRISTAL (MACARIO GUERRA);11;7107
GRANJA GUZMÁN (SALVADOR GUZMÁN);11;7107
GRANJA JACARANDA (LOS RANGEL);11;7107
GRANJA LA CONCEPCIÓN;11;7107
GRANJA LA ESPAÑITA (FILOMENO MARTÍNEZ);11;7107
GRANJA LAS CHARRITAS;11;7107
GRANJA LAS MARGARITAS;11;7107
GRANJA LOS REYES;11;7107
GRANJA LOS SAUCES (JESÚS LÓPEZ);11;7107
GRANJA NUESTRA SEÑORA DEL CARMEN (TIRSIO);11;7107
GRANJA SAN FRANCISCO;13;7107
GRANJA SAN RAFAEL (CONSTANTINO RODRÍGUEZ);11;7107
GRANJA TIERRA LARGA;11;7107
IDELFONSO MARMOLEJO;13;7107
IGNACIO RODRÍGUEZ PORRAS;13;7107
JAVIER ANGUIANO;13;7107
JAVIER SEGURA RANGEL;13;7107
JUAN MATA;13;7107
JUSTINO GUTIÉRREZ;13;7107
LA CASA DEL ALTO (MIGUEL HINOJOSA);13;7107
LA CASETA;13;7107
LA CONCEPCIÓN DE FERNÁNDEZ;13;7107
LA GLORIA;13;7107
LA NORIA (MEZQUITE GORDO);13;7107
LA NORIA DE CHAPINGO;13;7107
LAS CRUCES;13;7107
LAS PILAS;13;7107
LAS POLVADERAS;13;7107
LOS GUERRA;13;7107
LOS GUTIÉRREZ (EJIDO COLONIA JUÁREZ);13;7107
LOS GUZMÁN (LA CASETA);13;7107
LOS MARMOLEJO (LAS CRUCES);13;7107
LOS REYES (LOS CAUDILLO);13;7107
LOS REYES (MONTE DE LA MALANCA);13;7107
MANUEL DOMÍNGUEZ SORIA;13;7107
MARTÍN FRAUSTO (EL TEXANO);13;7107
MIGUEL ROJAS;13;7107
MOISÉS SORIA;13;7107
MONTE DE SAN SALVADOR (LOS MÉNDEZ);13;7107
NORIA DE GUADALUPE ROJAS;13;7107
NORIA DE LOS JASSO;13;7107
NORIA DE LOS MÉNDEZ;13;7107
PEDRO REYES;13;7107
RANCHO DE TOÑÍN;9;7107
RANCHO LA CONCEPCIÓN;9;7107
RINCÓN DE LOS MARTÍNEZ;13;7107
ROGELIO GUTIÉRREZ;13;7107
SAGRADO CORAZÓN DE JESÚS (LA NORIA DE LOLE);13;7107
SAN ISIDRO (JERÓNIMO HERNÁNDEZ);13;7107
SAN ISIDRO (LOS PÉREZ);13;7107
SAN VICENTE;13;7107
SANTA LUCÍA (DELFINO MENDOZA);13;7107
TIERRAS NEGRAS;13;7107
TIERRAS PINTAS (RENÉ SÁNCHEZ MONTOYA);13;7107
TOMÁS GARCÍA MÉNDEZ;13;7107
TRINIDAD PÉREZ JUÁREZ;13;7107
EL ESCOPLO;9;7108
SAN GONZALO;9;7108
SILVA;13;7108
LOMA BONITA;1;7108
RAFAEL CORRALES AYALA;1;7108
MAGISTERIAL;1;7108
NUEVA CREACIÓN;1;7108
BENITO RODRÍGUEZ;13;7108
LA PERLA;1;7108
CUARTA DEL GUARICHO;13;7108
EL CARIÑO;13;7108
EL CUETE (GÜERO PERLA);13;7108
EL CUETE (JESÚS GRANADOS CALDERÓN);13;7108
EL FRESNO;13;7108
EL MAGUEY (RANCHO DE LOS SILVA);13;7108
EL VENADO;13;7108
FRACCIÓN LA PAZ (LOS RANGEL);13;7108
CAMPESTRE LOMAS DEL SUR;2;7108
GRANJA ANDRADE;11;7108
GRANJA DE ABEL VALTIERRA (LA ROSA);11;7108
GRANJA HORTENCIA;11;7108
GRANJA LA SOLEDAD;11;7108
GRANJA MARÍA TERESA;11;7108
GRANJA SAN HIPÓLITO (DON EUFEMIO);11;7108
GRANJA SAN HIPÓLITO (JOSÉ RAMÍREZ);11;7108
GRANJA SAN MANUEL;11;7108
GRANJA SANTA CRUZ;11;7108
GRANJA SANTA ROSA;11;7108
GRANJA YOLANDA;11;7108
GUADALUPE BUZO;13;7108
GUADALUPE JARAMILLO;13;7108
GUSTAVO TREJO;13;7108
JESÚS BARROSO;13;7108
JUAN MUÑOZ;13;7108
LA BONITA DEL POCHOTE;13;7108
LA BONITA DEL POCHOTE DOS;13;7108
LA CASA DE ÁNGEL;13;7108
LA CASA DE VICENTE;13;7108
LA ESCONDIDA;13;7108
LA NORIA (JOSÉ JARAMILLO);13;7108
LA NORIA DE PEDRO RAMÍREZ;13;7108
LA PARRA DE DON DAVID (LA TRINIDAD);13;7108
LA PAZ;13;7108
LA PAZ (CARLOS ROCHA);13;7108
LUPILLO GÓMEZ;8;7108
LA PAZ DE DIOS (CHAYO RAMOS);13;7108
LA PROVIDENCIA;13;7108
LA PROVIDENCIA (PEDRO RANGEL);13;7108
LA PURÍSIMA (RANCHO DE EFRÉN MÉNDEZ);13;7108
LA ROSA;13;7108
LA TRINIDAD;13;7108
LA CURVA;1;7108
LAS PLAYAS DE GUADALUPE (EL CHINO);13;7108
LOS MENDOZA (LA RESOLANA);13;7108
LOS REYES;13;7108
LOS VALDEZ;13;7108
LUIS BARROSO;13;7108
LUPE PADILLA;13;7108
NORIA DE JESÚS RÍOS;13;7108
NORIA DE SILVA;13;7108
NUEVA PAZ DE DIOS;13;7108
OFELIA CHACÓN;13;7108
PEDRO RANGEL (SAN ISIDRO POLVORILLAS);13;7108
RANCHO DE DON BENJAMÍN;9;7108
RANCHO DE LOS RODRÍGUEZ;13;7108
RANCHO DE SILVESTRE VALADEZ;9;7108
RANCHO EL ESCOPLO (NICOLÁS VELÁZQUEZ);9;7108
RANCHO EL ESCOPLO (SEÑORA VELÁZQUEZ);9;7108
RANCHO GÜERO;9;7108
RANCHO LAS POLVORILLAS;9;7108
RANCHO SAN HIPÓLITO;9;7108
SAN ANTONIO DEL POCHOTE;1;7108
CASA BLANCA;8;7108
LAS CORTINAS;8;7108
SANTA MÓNICA;13;7108
EL CARMEN DE SÁNCHEZ (LA PONZOÑA);13;7109
SAN CLEMENTE;13;7109
SANTA ROSA DE RIVAS;13;7109
VISTA HERMOSA;9;7109
SANTA GERTRUDIS (SANTA TULA);9;7109
EL GALLO;13;7109
EL MOGOTE;13;7109
LA CUMBRE;13;7109
SANTO DOMINGO;13;7109
EL CAMALEÓN;13;7110
EL JAGÜEY;13;7110
SAN CARLOS DEL JAGÜEY;13;7110
VALENCIANA DE GAVIA;13;7110
LOURDES;9;7110
LUZ DE SILVA;9;7110
SAN PEDRITO DE LÓPEZ (EL TENAMASTE);9;7110
BELÉN DE GAVITA;9;7110
CUATRO MILPAS;13;7110
EL JAGÜEY (MANUEL LUNA);13;7110
EL MONTE DE SAN CARLOS DEL JAGÜEY;13;7110
GRANJA DEL DOCTOR (LARGANA);11;7110
JESÚS MUÑOZ;13;7110
JOSÉ PONCE;13;7110
LA ADRIANA;13;7110
LA ESMERALDA;13;7110
LA HUIZACHADA (LA LOMA);13;7110
LA JOYA;13;7110
LA LOMA;13;7110
LA PRIMAVERA;13;7110
NINGUNO [LA BODEGA];9;7110
PLAN LIBERTADOR (EL XOCONOXTLE);9;7110
RANCHO LOS OLIVOS;9;7110
REYES DE SAN JOSÉ (EL NIDO);9;7110
SAN AGUSTÍN;13;7110
SAN JOSÉ DEL JAGÜEY;9;7110
SANTA ELENA DE LA CRUZ (LA OREJA);9;7110
VÍA A VALENCIANA;9;7110
SAN IGNACIO MAL PASO;1;7111
EL MÁRMOL;13;7111
SAN MIGUEL DEL GUARICHO;9;7111
LOS ÁNGELES;13;7111
PEDREGAL DE BARROSO;13;7111
PEDREGAL DE MARTÍNEZ;9;7111
ANTOLINO PÉREZ;13;7111
BUENAVISTA CHICA (SAN ANTONIO CHICO);13;7111
CAMERINO BANDERAS PÉREZ;13;7111
EL GUARICHO;13;7111
EL GUARICHO (CRUZ CASTRO);13;7111
EL POCHOTE;13;7111
EL PROGRESO;13;7111
EL SILLERO (LA VIUDA DE FLORES);13;7111
EL TAPANCO;13;7111
EL VALLECILLO (LUPE GUADIÁN);13;7111
FRACCIÓN DEL GUARICHO (JOSÉ BARROSO);13;7111
FRACCIÓN DEL SILLERO (LOS BARROSO);13;7111
FRACCIÓN GUARICHO (CRISPÍN VARGAS);13;7111
GABRIEL GARCÍA (LAS CAMELIAS);13;7111
GRANJA EL MAGUEY;11;7111
GRANJA LA LUZ (MOISÉS GARCÍA);11;7111
GRANJA SAN VICENTE (TABLA DE LA PURÍSIMA);11;7111
JESÚS LÓPEZ;13;7111
JUAN GUADIÁN;13;7111
JUAN SILVA;13;7111
LA PALMA;13;7111
MARCELINO GONZÁLEZ;13;7111
PEDREGAL DE RANGEL;13;7111
PROVIDENCIA DE RANGEL (EL BARRIAL);13;7111
RANCHO AGRÍCOLA;9;7111
RANCHO DE DON JOAQUÍN;9;7111
ROBERTO ROCHA;13;7111
SALVADOR GONZÁLEZ;13;7111
SAN FELIPE;13;7111
SAN FERNANDO DEL GUARICHO;13;7111
SAN FRANCISCO DE ORTEGA;13;7111
SANTA ANITA DEL GUARICHO (COREA);13;7111
EL VERINO (ALBERTO DURÁN);8;7112
SANTA EFIGENIA;9;7112
MONTE DE HOYOS;13;7112
LA CRUZ DE AGUILAR;13;7112
LOS AMOLES;13;7112
OJOS DE RANA;9;7112
LUZ DE BUENAVISTA (LAS PULGAS);9;7112
SAN FRANCISCO DE GAVIA UNO;9;7112
ANTONIO ESTRADA (GAVIA DE RIVAS);13;7112
BUENAVISTA DE SAN FRANCISCO;13;7112
DE GAVIA;1;7112
EL BARRIAL;13;7112
EL NUEVO SAN ANTONIO (LA LOMA);13;7112
EL PATO;13;7112
EL PATO (EJIDO GUADALUPE DE AMOLES);13;7112
EL VERINO;13;7112
ELÍAS MARTÍNEZ;13;7112
SAN RAMÓN;2;7112
FRANCISCO ROMO;13;7112
GRANJA GÓMEZ;11;7112
GUADALUPE DE AMOLES (EL CAMARÓN);13;7112
LA CASA DEL DURAZNO;13;7112
LA EFIGENIA (LOS RUISEÑOR);13;7112
LA MURALLA NUEVA;13;7112
LA NORIA DE JOSÉ ACOSTA;13;7112
LA RANA;13;7112
LAS LAJAS;13;7112
LOS SABINOS;13;7112
NUEVA CALIFORNIA;13;7112
OJOS DE RANA (JUAN GONZÁLEZ);13;7112
OJOS DE RANA (SAÚL AGUIRRE GALLARDO);13;7112
PROVIDENCIA DE RANGEL (BENITO MATA);13;7112
RANCHO VIEJO;9;7112
REFUGIO DE GAVIA;13;7112
SAN ÁNGEL (RANCHO DE GODOY);13;7112
SAN ANTONIO;13;7112
SAN FRANCISCO DE GAVIA;9;7112
SAN FRANCISCO DE GAVIA DOS (EL CHOCHO);13;7112
SAN ISIDRO;13;7112
SAN JOSÉ DE AMOLES (EL DILUVIO);9;7112
SAN JOSÉ DE CUBA;9;7112
SAN LUISITO (BENITO LANDEROS);13;7112
SAN LUISITO DE AMOLES;13;7112
SAN LUISITO DE AMOLES (EL RANCHITO);13;7112
SAN MARTÍN DE AMOLES;13;7112
SAN RAMÓN VIEJO;13;7112
SAN RAMÓN VIEJO (FAUSTINO ARREDONDO);13;7112
SANTA ANA;13;7112
SAÚL AGUIRRE GALLARDO;13;7112
SAN ANTONIO CERRO PRIETO;9;7113
LAS TABLAS;9;7113
SAN ISIDRO OJO DE AGUA;9;7113
LA ANGOSTURA (JOSÉ RAMÍREZ);13;7113
TIERRAS BLANCAS;13;7113
EL PARAÍSO;13;7113
SAN JOSÉ DEL PARAÍSO;13;7113
LAS TABLAS NUEVAS (LA OREJA);9;7113
EL BERRINCHE;13;7113
PASO DE LEÓN (EL TILDIO);13;7113
SAN JOSÉ DE LA ANGOSTURA (EJIDO PASO DE LEÓN);1;7113
SAN NICOLÁS DE MARTÍNEZ (TADEO MARTÍNEZ);13;7113
SAN PEDRITO DE ROMA;13;7113
GAVIA DE RIONDA;13;7114
LA SARDINA;13;7114
TUNA AGRIA;13;7114
GAVIA DE RIVAS;13;7114
LOS OCOTES;13;7114
SANTA ROSALÍA DE GAVIA;9;7114
SAN JORGE DE TUNA AGRIA;9;7114
SAN JOSÉ DE SOLÍS (LA GARITA);9;7114
SAN RAMÓN NUEVO;9;7114
EL CARRIL DE ROMITA;13;7114
GRANJA SANTA ANITA;11;7114
LOMA DE PORTILLO;13;7114
LOS RUISEÑOR (LUIS GARCÍA);13;7114
MARCOS JUÁREZ VARGAS (VALLE HERMOSO);13;7114
NUEVA CALIFORNIA (ROBERTO JUÁREZ);13;7114
RANCHO LOS TAVARES;9;7114
SAN ANTONIO LOMA DE PORTILLO;9;7114
SAN CARLOS;13;7114
SAN CARLOS TUNA AGRIA;13;7114
SAN JOSÉ DE LA CONCEPCIÓN;13;7114
SAN JOSÉ DE TUNA AGRIA;13;7114
SAN VICENTE DE TUNA AGRIA;13;7114
SANTA ANITA DE TUNA AGRIA;13;7114
LOS MARTINES;9;7115
QUINTEROS;9;7115
SANTA ROSA DE LIMA;12;7115
PUERTO DE SANTA ROSA;1;7115
CAÑADA DE LAS FLORES;9;7115
EL ROBLE;9;7115
LA MESA DE SAN JOSÉ;9;7115
LOS REYES (CABAÑA LOS REYES);9;7115
PLAN DE LA MINA (ALEJANDRO SERNA);9;7115
SAN ISIDRO DE NÚÑEZ;9;7115
DE ENMEDIO;9;7116
CEBOLLETAS;9;7116
LAS ANTENAS;9;7116
MINERAL DE PEREGRINA;9;7116
MINERAL DEL CUBO;9;7116
VILLALPANDO;9;7116
ROSA DE CASTILLA;9;7117
EL PLAN DE LOS GALGOS;9;7117
LA CIÉNEGA;9;7117
CAMPUZANO;9;7118
CAMPUZANO (EL FRAILE);9;7118
CAMPUZANO (LA JUNTA);9;7118
CAMPUZANO (LAS GOLONDRINAS);9;7118
EL CHORRO (LAS LAGUNITAS);9;7118
EL CHORRO (SAN GREGORIO DEL CHORRO);9;7118
EL LLANO;9;7118
EL PINILLO;9;7118
MEDIA LUNA DE CAMPUZANO;9;7118
EL COYOTE;9;7119
EL TEJABÁN;9;7119
EL CASTILLO;9;7119
GALERAS;9;7119
LA MEDIA LUNA;9;7119
PRESA DE MONTELONGO;9;7119
SAN JOSÉ DEL CHAPÍN;9;7119
SAN NICOLÁS (SAN NICOLÁS DEL CHAPÍN);9;7119
SAN PABLO;9;7119
SAN PEDRO;9;7119
SAN JOSÉ DEL RODEO;12;7120
PIEDRA BLANCA DEL RODEO;9;7120
SAN JOSÉ DEL MONTECILLO;9;7120
TACUBAYA;9;7120
TACUBAYA (EL CHIRRIS);9;7120
CERRO DEL MACHO (LA CABAÑA);9;7121
EL CASTILLO;9;7121
EL PUERTO DE BARRIENTOS;9;7121
LAGUNILLAS DE LA FRATERNIDAD;9;7121
LAS PALOMAS;9;7121
LLANOS DE LA FRAGUA;9;7121
MINERAL DE LA FRAGUA;9;7121
SOCAVÓN DE BURGOS (LA CONDA);9;7121
EL TABLÓN;9;7122
MESA DE LOS HERNÁNDEZ;9;7122
CAÑADA DE LA VIRGEN;9;7122
EL CIPRÉS (TIERRAS COLORADAS);9;7122
EL VARAL;9;7122
LA HUERTA;9;7122
PICONES;9;7122
POTRERO (LA CIÉNEGA DEL POTRERO);9;7122
RANCHO VIEJO;9;7122
SANTO DOMINGO;9;7122
CALVILLO;9;7123
OJO DE AGUA DE CALVILLO;9;7123
AGUA BUENA;9;7123
EL RANCHITO;9;7123
LOS GRULLOS;9;7123
MESA DE SAN JOSÉ (LA RINCONADA);9;7123
MONTE DE SAN NICOLÁS;13;7124
CALERAS DE CORRALES;9;7124
HACIENDA DE ARRIBA;9;7124
LOS MEXICANOS;9;7124
MINERAL DE GARRAPATA;9;7124
PEÑAFIEL;9;7124
EL CEDRO (MINERAL DEL CEDRO);13;7125
CALDERONES (LA PEÑITA);9;7125
LA PALMA;9;7125
MINERAL DEL CARMEN;9;7125
SAN MIGUEL DE CARDONES;9;7125
CALDERONES;12;7126
CARBONERA;9;7126
CHICHÍNDARO;9;7126
OLIMPO (CASAS BLANCAS);1;7126
EL TROMPETERO (CERRO DEL TROMPETERO);9;7126
GRANJA SAN MARTÍN (SUBIDA A LA CUESTA);9;7126
PRESA DE MATA;9;7126
UCEA CAMPUS MARFIL;6;7126
ARPEROS;9;7127
LA ESTANCIA DE COMANJILLA;9;7127
LOS LORENZOS;9;7127
SAN JOSÉ DE PINOS;9;7127
CUESTECITA DE SAN JUAN;9;7127
LA PALMA;9;7127
LAS MAGDALENAS;9;7127
LA LOMA;1;7127
EL CARRIZO;9;7127
LAS ADJUNTAS DE MAGDALENAS;9;7127
LOS GÓMEZ (LA ESTANCIA);9;7127
MINERAL DE LA LUZ;12;7128
MELLADITO;13;7128
BUENAVISTA (EL ROBLE);9;7128
EL MOGOTE;9;7128
EL NOGAL (LAS PALANCAS);9;7128
EL PUERTECITO (EL FUERTECITO);9;7128
EL TIRO DE LA ESTRELLA;9;7128
LA ASUNCIÓN;9;7128
LA GÜILOTA;9;7128
LAS CARRERAS (LAS CARRERAS DEL PUERTECITO);9;7128
LOS GASCA;9;7128
LOS JILGUEROS (CHUPADERO);9;7128
LOS POLVORINES DE LA LUZ (LOMA DE LOS GASCA);9;7128
MELLADITO (CERRITO DEL ZACATE);9;7128
MINA BOLAÑITOS;9;7128
MINERAL DE MEXIAMORA;9;7128
MINERAL DE SAN PEDRO GILMONENE;9;7128
MINERAL DE SANTO NIÑO;9;7128
OJO DE AGUA;9;7128
RANCHO VIEJO;9;7128
ROMERILLAL (EL TORITO);9;7128
SAN ANTONIO DE OVEJERA;9;7128
SAN IGNACIO DE PURÍSIMA;9;7128
SANGRE DE CRISTO;9;7128
TAJO DE ADJUNTAS (RANCHO DE SAN CAYETANO);9;7128
EL TERRERO;9;7129
CIMIENTOS;9;7129
MAÍZ MORADO;9;7129
ROSITA DE SAN JUAN (EL SALVADOR EL CAPULÍN);9;7129
CALERA DE LOS RUIZ;9;7130
CIENEGUITA DE SAN BARTOLO;9;7130
CIÉNEGA DE NEGROS;9;7130
CUEVA DEL CEDRO;9;7130
EL ASERRADERO;9;7130
EL CHOCOLATE (BARRIO DE GUADALUPE);9;7130
EL CUATE;9;7130
EL CUERVITO (EL CUERVO);9;7130
EL ENCINAL;9;7130
EL LAUREL;9;7130
EL ZORRILLO;9;7130
OJO DE AGUA DE MEDINA;9;7130
SAN BARTOLO;9;7130
TENERÍAS;9;7130
LLANOS DE SANTA ANA;13;7131
SANTA ANA (SANTANA);13;7131
DOÑA PANCHITA;9;7131
EL ARENAL;9;7131
EL POTRERO;9;7131
BALCONES DE LA ESPERANZA;2;7131
LA ALDANA;9;7131
LA HIGUERA;9;7131
LAS VIÑAS (CERRO DE LAS ANTENAS);9;7131
LLANO GRANDE;9;7131
LOMAS DE MESA CUATA (JOYA DEL PIRUL);9;7131
PRESA DE LA SOLEDAD;9;7131
PRESA LA ESPERANZA;9;7131
PRESITA DEL PIE (PRESITAS);9;7131
PUERTO DEL ORO (EL ORITO);9;7131
REAL DE LA ESPERANZA;9;7131
TEJABANES DEL TAJO (CAMINO AL TAJO KILÓMETRO DOS);9;7131
AGUA COLORADA;9;7132
MESA CUATA;9;7132
LA CONCEPCIÓN;9;7132
BUENAVISTA;9;7132
JOYA DE LOBOS;9;7132
JOYA DE LOBOS (CUMBRES DEL GUAPILLO);9;7132
LOMAS DE MESA CUATA;9;7132
PUERTO DE LAS JARILLAS (PUERTO DEL ATAJO);9;7132
SAN JOSÉ DEL GACHO;9;7132
MARFIL CENTRO;1;7133
VILLAS CERVANTINAS;2;7133
CERRO LINDAVISTA;1;7134
LAS PALOMAS;5;7134
LOMA DE LOS SANTOS;2;7134
PRESA DE LOS SANTOS;2;7134
LAS BATEAS;1;7134
ÁGUILAS;1;7134
CERRO DE LA COYOTA;1;7134
LOS MAGUEYES;1;7134
MARFIL DORADO;1;7134
PÁNUCO;1;7134
LOMAS DE MARFIL I;1;7135
LOMAS DE MARFIL II;1;7135
LAS TERESAS;1;7135
PRIVADA DEL ARTE;2;7135
EL ARTE;2;7135
BIZNAGAS;1;7135
EX HACIENDA SANTA TERESA;2;7135
REAL DEL BOSQUE;1;7135
LA HACIENDA;2;7135
BURÓCRATA;1;7136
JALAPA;1;7136
DE LA QUINTA;5;7136
LOMAS DE YERBABUENA;1;7136
TRES ESTRELLAS;1;7136
VILLA HERMOSA;1;7136
SERVIDOR AGRARIO;1;7136
RESIDENCIAL MARFIL;1;7136
CERRO DE LOS TUMULTOS;1;7136
COCALECA;1;7136
EL LAUREL;1;7136
