NOMBRE;TIPOS COLONIAS ID;CODIGOS POSTALES MUNICIPIOS ID
SIERRA MADRE;2;26962
TECNOLÓGICO;1;26962
BALCÓN PANORÁMICO RESIDENCIAL;2;26962
LOMAS PANORÁMICO;2;26962
FUEGO NUEVO;2;26962
LOMAS DE SANTANDER;2;26962
COLINAS DEL PARQUE;2;26962
RESIDENCIAL LOS ALPES;2;26962
NUEVO SANTANDER;1;26963
INFONAVIT ALDAMA;4;26964
ASUNCIÓN GÓMEZ;1;26964
LOS ARCOS;2;26964
DEL PERIODISTA;1;26964
SAN JOSÉ;2;26964
VIVIENDAS POPULARES;1;26964
PIETRASANTA;2;26965
INFONAVIT JESÚS ELÍAS PIÑA;1;26966
PEDRO JOSÉ MÉNDEZ;1;26966
FOVISSSTE;1;26966
SANTO TOMÁS;2;26967
HACIENDA DEL BOSQUE;2;26967
LAS ADELITAS;1;26967
LAS MISIONES;2;26967
LAS TORRES;1;26967
MÉXICO;1;26967
ORALIA GUERRA DE VILLARREAL;1;26967
SAN LUISITO;2;26967
MILITAR;4;26967
RESIDENCIAL LAS TORRES;2;26967
RESIDENCIAL LOS ALMENDROS;2;26967
RESIDENCIAL LAS ROSAS;2;26967
SUTSPET;2;26967
INFONAVIT FIDEL VELÁZQUEZ SÁNCHEZ;1;26967
SANTA MARTHA;2;26967
LOS ÁNGELES;2;26967
CONJUNTO HABITACIONAL PASEO DE LAS AMÉRICAS;2;26967
NACIONES UNIDAS;2;26967
LOS ALMENDROS;2;26967
CONJUNTO HABITACIONAL LOS MEZQUITES;2;26967
LÁZARO CÁRDENAS;2;26967
MORELOS;1;26968
QUINTA LAURA;2;26968
RESIDENCIAL LAS PALMAS;2;26968
SAN FRANCISCO;1;26968
SIERRA GORDA;2;26968
DEL NORTE;2;26969
JACARANDAS;2;26969
CONJUNTO HABITACIONAL RESIDENCIAL SELECTAS;2;26969
HOGARES MODERNOS;2;26970
ESTUDIANTIL;1;26971
LUIS ECHEVERRÍA ÁLVAREZ;1;26971
TAMATÁN;1;26971
BETHEL;1;26971
CONSTITUCIÓN DEL 17 DE OCTUBRE;1;26971
TOMÁS YARRINGTON;1;26971
ROSALINDA GUERRERO;1;26971
SECTOR LA HUERTA;1;26971
DEL MAESTRO;1;26972
ZOZAYA;2;26972
LA GLORIA;1;26972
COFRADES;2;26972
LUIS QUINTERO GUZMÁN;2;26972
SAN MARCOS;1;26972
7 DE NOVIEMBRE;1;26972
CAMINO REAL A TULA;1;26972
PUERTA DE LA LUNA;2;26972
AMÉRICO VILLARREAL GUERRA;1;26972
CONJUNTO HABITACIONAL VILLAS DE GUADALUPE;2;26972
RINCÓN DE TAMATÁN;2;26972
PUERTA DEL SOL;2;26972
PUERTA COFRADES;2;26972
PUERTA DE TAMATÁN;2;26972
JARDINES DE TAMATÁN;2;26972
ENRIQUE LARA;1;26973
ALBERTO CARRERA TORRES;1;26974
SIMÓN TORRES;1;26974
LA ESPERANZA;1;26974
ALTAVISTA;1;26975
AMÉRICA DE JUÁREZ;1;26975
CAMINO VECINAL LA GARRA;1;26975
LAS FLORES;2;26975
ÁLVARO OBREGÓN;1;26975
CUAUHTÉMOC;2;26975
CUAUHTÉMOC;1;26975
VISTA HERMOSA;1;26975
LUIS ECHEVERRÍA ÁLVAREZ;4;26975
RINCÓN DE LA SIERRA;2;26975
DEL MAESTRO ETA;1;26975
EL TAMATÁN;2;26975
VERGEL DE LA SIERRA;2;26975
BUENAVISTA;1;26976
16 DE SEPTIEMBRE;1;26976
EMILIO PORTES GIL;1;26976
INDEPENDENCIA;1;26976
JOSÉ DE ESCANDÓN;1;26976
EMILIANO ZAPATA;1;26976
AYUNTAMIENTO I ETAPA;1;26976
PARQUE BICENTENARIO;6;26977
RESIDENCIAL LOS CANARIOS;2;26978
LOS MIRLOS RESIDENCIAL;2;26978
PASEO DE LOS CISNES;2;26978
RESIDENCIAL EL CARDENAL;2;26978
LOS ÁLAMOS;2;26978
RESIDENCIAL SANTA REGINA;2;26978
LA RIOJA;2;26978
PEPENADORES;1;26979
AYUNTAMIENTO II ETAPA;1;26979
VALLE DORADO;2;26980
LIBERAL;1;26980
VICENTE GUERRERO;1;26980
AZTECA;1;26980
MATÍAS HINOJOSA SILVA;1;26980
PAJARITOS;1;26980
AMPLIACIÓN PLAYAS;2;26980
NUEVAS PLAYAS;1;26981
SATÉLITE;1;26981
SAGITARIO;1;26981
HACIENDA DEL NOGAL;2;26982
NUEVO AMANECER;1;26982
LA CORREGIDORA;1;26982
GUADALUPE VICTORIA;1;26982
LA PAZ;2;26982
MAGDALENO AGUILAR;1;26982
NIÑOS HÉROES;1;26982
NUEVA ERA;1;26982
REFORMA;1;26982
SOLIDARIDAD VOLUNTAD Y TRABAJO;1;26982
ALBORADA;2;26982
VILLAS VIDA PLENA;2;26982
INSURGENTES;2;26982
MANUEL CAVAZOS LERMA;1;26982
UNIDAD SINDICAL;1;26982
CANACO;2;26982
VALLE DEL MAGISTERIO;2;26982
BARRIO DE PAJARITOS;2;26982
AMPLIACIÓN NUEVO AMANECER;1;26982
BENITO JUÁREZ;1;26983
TAMAULIPAS;1;26983
MIGUEL HIDALGO;1;26983
OBRERA;1;26983
VICTORIA;1;26983
BENITO JUÁREZ II Y III;1;26984
COMERCIAL 2000;7;26985
GUADALUPE MAINERO;1;26986
BURÓCRATAS ESTATALES;1;26987
EL PALMAR;1;26988
HACIENDA DEL SANTUARIO;2;26988
PEDRO SOSA;1;26988
FRATERNIDAD;1;26988
BALCONES DEL VALLE;2;26988
CHAPULTEPEC;1;26989
HORACIO TERÁN;1;26989
LAS PALOMAS;2;26989
VISTA HERMOSA;1;26989
LOMA REAL;2;26989
MEDITERRÁNEO;2;26989
FRANCISCO VILLA;1;26989
LOMA LINDA;2;26989
INTEGRACIÓN FAMILIAR;2;26989
VIENTO HUASTECO;2;26989
LOMA BONITA;2;26989
PASEO DE LOS OLIVOS;2;26989
LOS PRADOS;2;26989
LAS FUENTES;2;26989
AUTÉNTICAS PLAYAS;1;26989
PASEO DE LOS OLMOS;2;26989
2 DE ABRIL;1;26990
EL MEZQUITE;2;26990
PROMOTORA DE EDUCACIÓN SUPERIOR DE TAMAULIPAS;1;26990
CAMINO NUEVO;1;26990
LAS HUERTAS DEL RÍO;2;26991
MODERNA;1;26991
OBREGÓN;2;26991
PRIMAVERA;1;26991
RESIDENCIAL ARBOLADA;2;26991
FAMILIAS FUERTES;2;26991
TODOS POR TAMAULIPAS;2;26991
NUEVA ESPERANZA;1;26991
RESIDENCIAL LOS PRADOS;2;26991
DIANA LAURA;1;26991
LINDA VISTA;1;26991
SERVIDOR PÚBLICO;1;26991
LUISA MONTEMAYOR;1;26991
RIVERAS DEL RÍO;2;26991
UNIDOS AVANZAMOS;2;26991
ALTAVISTA;2;26991
BAMBÚ;2;26992
GLORIA ORIENTE;1;26992
LOMAS VERDES;2;26992
VILLAS DEL CARMEN;2;26992
LOMAS DEL RINCÓN;2;26992
RINCÓN DE LAS MONTAÑAS;2;26992
HUERTAS SAN JAVIER;1;26993
PEDRO JOSÉ MÉNDEZ II;1;26993
NORIA DE LOS ÁNGELES;2;26993
PARQUE INDUSTRIAL NUEVO SANTANDER;15;26994
LOMA DORADA;2;26994
MARTE R GÓMEZ;2;26994
PARQUE CIENTÍFICO Y TECNOLÓGICO DE TAMAULIPAS;6;26995
LAS PALMAS;1;26996
LOS PINOS;1;26996
SIMON BOLÍVAR;1;26996
EVELIN;2;26996
CENTRO UNIVERSITARIO;6;26997
ALTAS CUMBRES;1;26998
FRANCISCO I MADERO;1;26998
SAN MARCOS DOS;1;26998
VETERANOS DE LA REVOLUCIÓN;1;26998
BERTHA DEL AVELLANO;1;26999
GUTIÉRREZ DE LARA;1;26999
CASAS BLANCAS;1;26999
UNIDAD MODELO;1;26999
GUTIÉRREZ DE LARA;2;26999
BARRIO DEL BOSQUE;2;27000
AMALIA G DE CASTILLO LEDON;1;27001
MANUEL A RAVIZE;1;27001
PODER POPULAR;1;27002
SAHOP;1;27003
12 DE SEPTIEMBRE;1;27003
IGNACIO ALLENDE;1;27003
LAS BRISAS;1;27003
LOMA ALTA;1;27003
PEDRO SOSA (AMPLIACIÓN);1;27003
JARDINES DEL SUR;1;27003
UNIÓN DEMOCRACIA;1;27003
ESFUERZO POPULAR;1;27003
NUEVO TAMAULIPAS;1;27003
CONSTITUYENTES;2;27003
RESIDENCIAL LA QUINTA;2;27004
RINCONADA LAS HACIENDAS;2;27004
MISIÓN DEL PALMAR;2;27004
LLERA DE CANALES;1;27005
LUIS QUINTERO;1;27005
MORELOS;1;27005
OBRERA;1;27005
ENRIQUE CÁRDENAS GONZÁLEZ;1;27005
MIRADORES (GUAYALEJO);1;27005
JOSÉ AGUSTÍN CASTRO;1;27005
LAVÍN;18;27006
JOSÉ MARÍA MORELOS (EL VIEJO);13;27007
FELIPE CARRILLO PUERTO;13;27008
PORVENIR DEL CAMPESINO (LA PURÍSIMA);13;27009
SAN RAFAEL;13;27009
EL PEÑÓN;13;27009
FELIPE ÁNGELES (EL CARRIZO);13;27010
SAN JUAN DEL SUR;9;27010
SANTA ISABEL;13;27010
SAN MIGUEL DEL OLIVO [CONGREGACIÓN];13;27010
HERMENEGILDO GALEANA;13;27011
LAS HUERTAS;1;27011
SAN RAMÓN;13;27011
EL AQUICHAL (EL PINTO);13;27012
LA LIBERTAD;13;27012
SANTA FE;13;27012
CONRADO CASTILLO;13;27012
EL NUEVO ENCINO (EL ENCINO);12;27013
EL GUAYABO;13;27013
RANCHO NUEVO DEL SUR;13;27013
SAN ISIDRO;9;27013
LAS COMPUERTAS;13;27014
IGNACIO ZARAGOZA;12;27014
GENERAL PEDRO JOSÉ MÉNDEZ;13;27014
EMILIANO ZAPATA;12;27015
CASA DEL CAMPESINO (LA CLEMENTINA);13;27016
LA INDEPENDENCIA;13;27017
NUEVO SAN LUIS (SAN LUISITO);9;27017
JOSÉ SILVA SÁNCHEZ;13;27018
CAPITÁN EMILIO CARRANZA (FORLÓN);13;27019
VOZ CAMPESINA (PROVIDENCIA);13;27020
MARIANO ESCOBEDO;13;27021
VOZ CAMPESINA (AMPLIACIÓN LAS MINAS);9;27022
FRANCISCO VILLA;13;27023
ADOLFO RUIZ CORTINES;13;27023
GUANAJUATO;13;27023
SANTA INÉS;9;27024
EL CABRITO;13;27024
FRANCISCO CASTELLANOS;13;27025
ADOLFO LÓPEZ MATEOS;13;27026
GÜÉMEZ;12;27027
RICARDO FLORES MAGÓN;13;27028
LA MESA;13;27029
CONSTITUCIÓN DEL DIECISIETE;13;27029
SAN CAYETANO;13;27030
SAN JOSÉ DE LAS FLORES;13;27030
LA ESPERANZA;13;27030
CIUDAD VICTORIA (GENERAL PEDRO J MÉNDEZ);16;27031
LA SAN JUANA;13;27032
SUBIDA ALTA;13;27032
LUZ DEL CAMPESINO (CORONA);13;27033
MIRAFLORES;13;27033
ACATLÁN (PLUTARCO ELÍAS CALLES);13;27033
LA DIANA;13;27034
LA PARRITA;13;27034
EL CARMEN;17;27035
GRACIANO SÁNCHEZ;13;27035
GUADALUPE VICTORIA;13;27035
SANTA ROSA;13;27036
EL ALAMITO;13;27037
EL OLMO;13;27037
EL ROBLE;13;27037
EL ARCO;13;27038
SANTA GERTRUDIS;13;27038
SERVANDO CANALES;13;27039
LAS CRUCITAS;13;27039
EL PORVENIR;13;27039
LA PRESITA;13;27039
EL CERRITO NUEVO;13;27040
PLAN DE AYALA;13;27040
JACINTO CANEK;13;27041
CASAS;12;27041
NUEVO SAN FRANCISCO;13;27042
SAN FRANCISCO;13;27042
GONZÁLEZ;8;27042
EDUARDO BENAVIDES (EL ALMAGRE);9;27043
SAN ANTONIO EL GRANDE;9;27044
LA MAESTRA;9;27044
PIEDRAS NEGRAS;9;27044
CAMPO NÚMERO UNO (CAMPO ALTO);8;27045
LAJILLA DEL SUR (LA LAJILLA);8;27045
CAMPO NÚMERO DOS;8;27045
CAMPO NÚMERO TRES;9;27045
LA GUADALUPANA (LAS ADJUNTAS);8;27046
LOS ÁNGELES (FELIPE ÁNGELES);13;27046
EL NOGALITO;9;27046
LOS ÁNGELES;13;27046
PRAXEDIS BALBOA;13;27046
SAN FRANCISCO (ESTACIÓN SAN FRANCISCO);13;27047
LÁZARO CÁRDENAS;13;27048
EL AMPARO;13;27048
ADOLFO LÓPEZ MATEOS;13;27048
CINCO DE FEBRERO;13;27048
ALTO DE ESTACIÓN CABALLEROS;13;27049
CONGREGACIÓN CABALLEROS;13;27049
LA LIBERTAD;13;27049
LA MISIÓN;13;27049
ESTACIÓN CARBONERO;13;27050
LA PEÑITA;13;27051
OTILIO MONTAÑO;13;27051
LAS ANACUAS (LAS COLORADAS);13;27051
JUAN RINCÓN;13;27051
EL RUCIO (MARÍA EUGENIA BENAVIDES);13;27051
FUERTE DE PORTES GIL;13;27052
LA BOCA (LA BOCA DE SAN PEDRO);13;27052
NOGALES;13;27052
RANCHO NUEVO;13;27053
MARIPOSAS Y MAHUIRAS;13;27053
ALIANZA DE CABALLEROS;13;27054
EL REFUGIO;13;27055
LOMA ALTA (EJIDO);1;27056
LOMAS DE GUADALUPE;2;27056
SAN JUAN Y EL RANCHITO;13;27057
MANUEL ÁVILA CAMACHO;13;27057
SANTA CLARA;13;27057
EL OLMO (RANCHO NUEVO DEL CASTILLO);13;27057
SANTA ROSA;13;27057
SANTA LIBRADA;13;27058
SANTA ANA;13;27058
EL OLIVO;13;27059
VEINTIUNO DE MAYO;13;27059
DIECIOCHO DE MARZO;13;27059
LA PRESA;13;27060
LABORCITAS;13;27061
AQUILES SERDÁN;13;27061
TIERRA NUEVA;13;27061
JOYA VERDE;8;27062
PUERTO EL PARAÍSO;13;27062
HEROICA MATAMOROS CENTRO;1;27063
ESPERANZA;1;27064
REFORMA;1;27064
UNIONES;1;27064
BALTAZAR DÍAZ BAZÁN;1;27064
CANANEA;1;27064
SECCIÓN 11;1;27064
CONSTITUCIÓN DEL 17;1;27064
JUANILLO;1;27064
EL CARACOL;2;27065
PARQUE INDUSTRIAL LOS PALMARES;15;27065
CARRERA TORRES;1;27065
EJIDO LOS ARADOS;1;27065
LIBERTAD Y PROGRESO;1;27065
SIGLO XXI;1;27065
VAMOS TAMAULIPAS;2;27065
SAN PEDRO;2;27065
PASEO DEL NOGALAR;2;27065
BRISAS DEL VALLE;2;27065
PASEO DE LAS BRISAS;2;27065
RINCONADA DE LAS BRISAS;2;27065
JACARANDAS;2;27065
FIDEL VELÁZQUEZ;2;27065
REPÚBLICA NORTE;1;27066
REPÚBLICA SUR;1;27066
CEDRITOS;1;27066
LAS MITRAS;1;27066
LOS GIRASOLES;1;27066
SAN JAVIER;1;27066
SANTA LUCÍA;1;27066
IGNACIO ZARAGOZA;1;27066
FRANCISCO ZARCO;1;27067
LA PAZ;1;27067
VILLA HERMOSA;1;27067
LAS LOMAS;1;27067
LOS VERGELES;1;27067
OASIS;1;27067
VILLA DEL PARQUE;1;27067
NUEVO AMANECER;2;27067
RESIDENCIAL PORTAL DE LAS GARZAS;2;27067
SANTA CRUZ;1;27067
PARQUE INDUSTRIAL FINSA DEL NORTE;15;27068
EL CHORIZO;1;27068
ZONA INDUSTRIAL;15;27068
LAS FUENTES;1;27069
LAS RIVERAS;1;27070
QUINTA MOROS;2;27071
CONTROL 3 NORTE;1;27072
DEL VALLE;1;27072
ESTERO SAN PABLO;1;27072
1° DE MAYO;1;27072
3 RÍOS;1;27073
AMPLIACIÓN EJIDO LAS RUSIAS;1;27073
LÁZARO CÁRDENAS;1;27074
JARDÍN;1;27075
MODERNA;1;27075
CONTROL 3 SUR;1;27076
OBRERA;1;27076
SAN JOSÉ;1;27076
SAN RAFAEL;1;27076
SANTA ELENA;1;27076
EMILIO PORTES GIL;1;27076
JESÚS URQUIZA;4;27076
VILLA UNIVERSIDAD;2;27076
INFONAVIT LOS ÉBANOS;1;27076
EJIDO CABRAS PINTAS;1;27077
JESÚS VEGA SÁNCHEZ;1;27077
INTEGRACIÓN FAMILIAR;1;27077
MARTHA RITA PRINCE AGUILERA;2;27077
HACIENDA LAS MISIONES;2;27077
LA LAGUNETA;1;27077
DEL GOLFO;1;27077
PRIVADA SAN MIGUEL;2;27077
GREMIO UNIDO DE CHOFERES;1;27077
HACIENDA LAS BUGAMBILIAS;2;27077
LA HUERTA;1;27077
ACUARIO 2001;1;27078
PUERTO RICO;1;27078
RINCÓN COLONIAL;1;27078
VILLA ESPAÑOLA;1;27078
VILLA DE LAS FLORES;1;27078
SANTA ANITA;1;27078
PASEO DEL MAGISTERIO;2;27078
LA PLAZA;1;27078
HACIENDA DEL PUENTE;1;27078
JARDINES DE SAN ROBERTO;2;27078
ESFUERZO COMPARTIDO;2;27078
CASA BLANCA;2;27079
GUADALUPE MAINERO;1;27079
ESPAÑA;1;27079
EJIDO LA UNIÓN;1;27079
LOS ENCINOS;2;27079
VALLE DE CASA BLANCA;2;27079
VALLE REAL;2;27079
QUINTA REAL;2;27079
SAN ÁNGEL PONIENTE;2;27079
VALLE DE LOS REYES;2;27079
CENTRO COMERCIAL PLAZA SENDERO;7;27079
ÁGUILAS;1;27080
ÁGUILAS 2001;1;27080
LAS MISIONES II;2;27081
NUEVO MILENIO;2;27081
JARDINES DE SAN FELIPE;2;27081
LOS PALMARES;2;27081
LOS PUEBLITOS;2;27081
UNIDOS AVANZAMOS;2;27081
JOSÉ LÓPEZ PORTILLO;1;27082
FRANCISCO VILLA NORTE;1;27083
BUENAVISTA;1;27084
INDUSTRIAL;1;27084
LUCERO;1;27084
HIDALGO;1;27084
SAN FRANCISCO;1;27084
DELICIAS;1;27085
LÁZARO CÁRDENAS;4;27085
MODELO;1;27085
RÍO;2;27085
UNIDAD HOGAR;1;27085
ELECTRICISTAS;1;27085
PRIVANZAS DEL RÍO;2;27085
LAS PUERTAS;2;27085
AURORA;1;27086
BANCARIA;1;27086
EUZKADI;1;27086
ROBERTO F GARCÍA;1;27086
SANTA CRUZ;1;27086
VISTA HERMOSA;1;27086
CHAPULTEPEC;1;27087
LOS SAUCES;1;27087
MARIANO MATAMOROS;1;27087
MODERNO;2;27087
SANTA ANA;1;27087
VALLE ALTO;1;27087
PASEO RESIDENCIAL;2;27087
RINCÓN COLONIAL;2;27087
INFONAVIT PASEO RESIDENCIAL;2;27087
VALLE DORADO;1;27088
VALLE DEL MAGISTERIO;2;27088
RESIDENCIAL LA HACIENDA;2;27088
BAGDAD SUR;1;27089
TAMAULIPAS;1;27089
VILLA AZTECA;1;27089
CHULAVISTA;1;27090
LOS ÁLAMOS;1;27090
PEDRO MORENO;1;27090
LA ENCANTADA;1;27091
VALLE ENCANTADO;2;27091
INFONAVIT BUENAVISTA;4;27092
LAS GRANJAS;1;27092
LAS NORIAS;1;27092
SECCIÓN 16;1;27092
VICTORIA;2;27092
LA VILLA;1;27092
VILLA MADRID;2;27092
VICTORIA SECCIÓN FIESTA;2;27092
VOLUNTAD Y TRABAJO;1;27092
CENTRO COMERCIAL PLAZA FIESTA;7;27092
LA VENADITA;1;27093
LUZ DEL VALLE;1;27093
SAN CHARBEL;1;27093
EVA SAMANO;1;27094
FRANCISCO CASTELLANOS;1;27094
EJIDO BUENA VISTA;1;27094
DEL NIÑO;1;27094
ESPERANZA Y REFORMA;1;27094
JUAN C BONILLA;1;27094
RICARDO RAMOS;1;27094
SANTA MARTHA;1;27094
VALLE DE ANÁHUAC;1;27094
LUIS DONALDO COLOSIO;1;27094
EL ROBLE;1;27094
LOS ÁNGELES;1;27094
PERIODISTAS SEGUNDA SECCIÓN;1;27094
EL ALTO;1;27094
LA ESTRELLA;1;27094
LAS BERMUDAS;1;27094
LA LUZ;13;27094
JOSÉ CASANOVA;1;27094
OCAMPO;1;27094
EBENEZER;1;27094
LIBERTAD;1;27094
EL CAMBIO;1;27094
SERVANDO CANALES;1;27094
PRIVADA LAS FLORES;1;27094
AMPLIACIÓN REFORMA SUR;1;27094
SINDICATO DE TRABAJADORES ALSERVICIO DEL MUNICIPIO;1;27094
LOS OLIVOS;1;27094
EL NACIMIENTO;1;27094
FRANCISCO COVARRUBIAS;1;27095
LA INDIA;1;27095
RODRÍGUEZ;1;27095
FRANCISCO I MADERO;1;27095
LAS FLORES;1;27095
LEYES DE COLONOS;1;27095
LUZ DEL PARAÍSO;1;27095
VILLA COAPA;1;27095
CABRAS PINTAS;1;27095
CUATRO CAMINOS;1;27095
LOS ÉBANOS;1;27095
ERNESTO ELIZONDO;1;27095
BUENOS AIRES;1;27095
FRANCISCO VILLA SUR;1;27095
AMPLIACIÓN EXPOFIESTA NORTE;1;27095
LOS ROSALES;1;27095
AEROPUERTO;1;27095
JARDINES DEL SUR;1;27095
ADOLFO LÓPEZ MATEOS;1;27095
LOMAS DEL REAL;1;27095
SAN CRISTÓBAL;2;27095
RANCHO ALEGRE;1;27095
PRADERAS DE LA RIOJA;5;27095
AMADO NERVO;1;27096
EXPOFIESTA NORTE;1;27096
EXPOFIESTA SUR;1;27096
INSURGENTES;1;27096
LOS LAURELES;1;27096
VILLA ESMERALDA;1;27096
LAS TORRES;1;27096
LUCIO BLANCO;1;27097
AZTECA;1;27098
EXPOFIESTA ORIENTE;1;27098
SAN MIGUEL;1;27098
BIENESTAR;1;27098
EMILIANO ZAPATA;1;27098
LOMA BONITA;1;27098
VILLA LAS TORRES;2;27098
ESTANCIAS RESIDENCIAL;2;27098
EJIDO 20 DE NOVIEMBRE;1;27099
CENTRAL MERCADO DE ABASTOS;1;27099
MAGISTERIAL;1;27099
MELCHOR OCAMPO;1;27099
CBTIS;1;27099
DEL CARMEN;1;27100
FOVISSSTE FRACCIONAMIENTO;2;27100
VALLE ESCONDIDO;1;27100
VILLAS DEL RÍO;2;27100
VILLA LAS PALMAS;2;27100
ALIANZA;1;27101
VILLA DEL MAR;1;27101
PRIVANZAS;2;27102
ARECAS;2;27102
LOS PRESIDENTES;2;27102
MOLINO DEL REY;2;27102
LA ROSITA;1;27102
RESIDENCIAL DEL VALLE;2;27103
LAS PALMAS;1;27104
VIVIENDA POPULAR;1;27104
NUEVO RENACIMIENTO;1;27105
PRAXEDIS BALBOA;1;27105
CASA COLORADA;1;27105
BERTHA AVELLANO;1;27106
